customer_id,segment,home_store_id,signup_date,loyalty_join_date
1798,weekender,1,2025-07-26,
1799,student,2,2025-01-03,2025-08-27
1800,occasional,3,2026-02-12,
1801,occasional,3,2025-02-27,
1802,commuter,1,2025-10-15,2025-10-15
1803,occasional,3,2025-05-15,
1804,occasional,3,2025-10-24,
1805,student,2,2026-04-03,2026-04-03
1806,weekender,3,2025-06-04,
1807,weekender,3,2025-01-08,
1808,weekender,2,2025-09-13,
1809,student,2,2025-11-03,2025-11-16
1810,commuter,1,2025-07-29,
1811,occasional,2,2025-06-26,
1812,occasional,2,2025-07-08,
1813,occasional,3,2025-07-31,
1814,occasional,1,2026-05-13,
1815,student,2,2025-08-30,2025-10-07
1816,occasional,2,2026-01-15,
1817,student,2,2026-03-15,2026-03-15
1818,occasional,1,2025-06-08,
1819,student,2,2025-08-30,2025-11-17
1820,weekender,2,2026-04-17,
1821,occasional,2,2025-03-19,
1822,student,2,2026-02-08,2026-02-08
1823,weekender,3,2025-08-13,2025-09-14
1824,student,2,2025-02-09,
1825,commuter,1,2026-02-22,2026-02-22
1826,weekender,1,2026-05-10,2026-05-10
1827,weekender,2,2025-10-16,
1828,student,2,2026-01-15,2026-01-15
1829,student,2,2025-05-16,2025-09-12
1830,commuter,1,2026-03-25,2026-03-25
1831,student,2,2025-03-30,
1832,occasional,1,2026-05-29,
1833,weekender,2,2025-07-13,2025-10-23
1834,student,2,2025-08-23,2025-10-22
1835,commuter,1,2025-05-09,2026-02-09
1836,weekender,1,2026-03-05,2026-03-05
1837,weekender,1,2025-06-27,
1838,weekender,1,2025-07-12,
1839,weekender,3,2025-07-05,
1840,student,2,2025-11-17,
1841,student,2,2025-04-23,2025-11-28
1842,student,2,2026-05-30,2026-05-30
1843,occasional,3,2025-11-11,
1844,commuter,1,2026-04-28,2026-04-28
1845,occasional,3,2026-02-23,
1846,occasional,3,2025-07-09,
1847,student,2,2025-11-11,2025-11-11
1848,commuter,1,2025-06-09,2025-12-17
1849,occasional,2,2025-05-11,
1850,occasional,3,2026-04-09,
1851,occasional,1,2026-03-15,
1852,commuter,1,2026-04-15,2026-04-15
1853,weekender,3,2026-04-28,2026-04-28
1854,student,2,2025-05-29,2026-01-24
1855,commuter,1,2026-05-18,
1856,occasional,3,2025-02-24,
1857,weekender,1,2026-03-24,
1858,occasional,3,2025-05-09,
1859,student,2,2025-01-13,2026-02-16
1860,weekender,1,2025-08-23,2025-08-23
1861,student,2,2025-01-18,
1862,weekender,3,2025-02-10,
1863,weekender,1,2026-04-17,2026-04-17
1864,commuter,1,2026-02-07,2026-02-07
1865,occasional,1,2026-04-09,
1866,occasional,3,2026-01-24,
1867,occasional,2,2025-04-07,
1868,weekender,3,2025-07-28,2025-12-11
1869,student,2,2026-04-11,2026-04-11
1870,occasional,2,2025-09-28,
1871,occasional,3,2025-08-04,
1872,occasional,3,2025-12-04,
1873,commuter,1,2026-01-27,2026-01-27
1874,occasional,3,2025-01-16,
1875,weekender,1,2025-10-19,
1876,commuter,1,2025-05-23,2025-08-15
1877,student,2,2026-01-08,
1878,occasional,3,2025-08-19,
1879,weekender,3,2025-03-08,2025-11-25
1880,occasional,2,2025-01-10,
1881,weekender,1,2025-03-08,2026-01-18
1882,commuter,1,2025-02-09,2025-09-13
1883,occasional,2,2025-09-23,
1884,student,2,2026-04-23,
1885,commuter,1,2025-06-06,2026-01-28
1886,occasional,3,2026-05-25,
1887,occasional,3,2025-11-15,
1888,student,2,2025-12-18,
1889,commuter,1,2025-05-26,
1890,occasional,2,2026-02-04,
1891,occasional,3,2025-10-17,2025-12-02
1892,commuter,1,2025-04-22,2025-11-18
1893,occasional,2,2026-04-07,
1894,student,2,2026-02-13,2026-02-15
1895,occasional,3,2026-02-08,
1896,occasional,3,2025-02-18,
1897,commuter,1,2025-03-03,2026-01-29
1898,weekender,2,2025-10-30,
1899,occasional,2,2026-02-12,
1900,occasional,3,2025-06-28,
1901,occasional,2,2025-11-13,2025-11-13
1902,occasional,3,2026-04-10,
1903,occasional,2,2025-02-26,
1904,commuter,1,2026-03-13,2026-03-13
1905,occasional,3,2025-04-27,
1906,occasional,1,2025-09-08,
1907,student,2,2025-09-27,
1908,weekender,2,2025-08-22,2025-12-11
1909,weekender,3,2025-10-16,
1910,commuter,1,2025-10-26,2025-10-26
1911,student,2,2026-05-22,2026-05-22
1912,commuter,1,2025-11-15,2025-11-25
1913,occasional,3,2025-05-14,
1914,occasional,1,2025-04-04,
1915,commuter,1,2025-06-04,2025-08-19
1916,occasional,2,2025-02-27,
1917,student,2,2026-04-27,
1918,commuter,1,2025-11-19,2025-12-19
1919,student,2,2026-03-12,2026-03-12
1920,weekender,2,2025-06-10,
1921,occasional,1,2026-03-05,
1922,weekender,1,2025-11-08,
1923,commuter,1,2026-01-04,2026-01-07
1924,student,2,2025-10-05,2025-10-05
1925,occasional,2,2026-02-09,
1926,weekender,3,2025-04-01,
1927,occasional,3,2025-10-09,
1928,commuter,1,2025-08-31,2025-08-31
1929,weekender,3,2025-02-26,
1930,student,2,2026-03-25,
1931,commuter,1,2026-05-10,2026-05-10
1932,student,2,2025-01-26,
1933,weekender,1,2025-09-21,
1934,weekender,2,2026-02-04,
1935,student,2,2025-04-24,2025-08-21
1936,weekender,1,2025-06-01,2025-12-29
1937,student,2,2025-03-08,
1938,weekender,1,2026-02-04,
1939,occasional,1,2025-11-05,
1940,occasional,1,2025-07-17,
1941,weekender,3,2026-05-16,2026-05-16
1942,commuter,1,2025-10-19,
1943,student,2,2025-04-30,2026-01-04
1944,occasional,1,2025-05-30,
1945,student,2,2025-05-06,2025-09-09
1946,occasional,2,2026-04-08,
1947,commuter,1,2025-11-25,2025-11-25
1948,commuter,1,2025-02-26,
1949,occasional,3,2025-01-18,2025-12-21
1950,occasional,3,2025-08-22,
1951,commuter,1,2025-11-16,2025-11-16
1952,occasional,3,2025-10-05,
1953,occasional,2,2025-01-30,
1954,weekender,2,2025-05-26,
1955,student,2,2026-03-21,2026-03-21
1956,student,2,2025-07-21,2026-01-02
1957,student,2,2026-01-24,
1958,occasional,3,2026-05-06,
1959,student,2,2026-02-03,2026-02-03
1960,occasional,3,2025-09-22,
1961,occasional,1,2026-05-15,
1962,occasional,1,2026-02-25,2026-02-25
1963,commuter,1,2025-03-17,2026-01-01
1964,student,2,2026-04-09,2026-04-09
1965,commuter,1,2026-05-08,2026-05-08
1966,weekender,2,2025-09-09,
1967,student,2,2025-01-15,
1968,student,2,2026-02-25,2026-02-25
1969,commuter,1,2025-06-01,
1970,occasional,1,2025-01-24,
1971,occasional,1,2025-02-16,
1972,weekender,3,2026-05-05,
1973,commuter,1,2025-04-23,2025-09-24
1974,occasional,3,2025-08-18,2025-10-11
1975,occasional,2,2026-04-11,
1976,occasional,3,2025-04-21,
1977,occasional,3,2025-12-02,2025-12-06
1978,occasional,2,2025-02-20,
1979,occasional,3,2026-05-09,
1980,commuter,1,2025-07-15,2025-08-12
1981,occasional,3,2026-01-15,
1982,student,2,2025-10-01,
1983,student,2,2026-04-12,
1984,occasional,1,2026-03-09,
1985,occasional,3,2025-12-30,
1986,student,2,2025-11-27,2026-02-08
1987,occasional,3,2025-09-24,
1988,commuter,1,2025-05-22,2025-08-19
1989,student,2,2025-09-28,
1990,commuter,1,2026-05-13,2026-05-13
1991,occasional,3,2025-12-27,
1992,commuter,1,2025-08-29,2025-10-19
1993,weekender,1,2025-09-14,2025-11-14
1994,weekender,2,2026-03-03,
1995,student,2,2026-05-27,2026-05-27
1996,occasional,3,2026-03-26,
1997,occasional,2,2025-10-23,
1998,student,2,2025-01-04,
1999,student,2,2025-10-26,2025-12-30
2000,occasional,3,2025-04-02,
2001,occasional,1,2026-05-28,
2002,occasional,3,2025-10-20,
2003,student,2,2025-02-08,2025-08-13
2004,occasional,3,2025-08-01,
2005,occasional,1,2026-05-21,
2006,occasional,3,2025-02-06,
2007,weekender,3,2025-03-18,
2008,occasional,2,2025-07-01,
2009,weekender,3,2025-09-18,
2010,occasional,2,2025-07-24,
2011,student,2,2025-05-01,2026-01-28
2012,occasional,3,2026-01-23,2026-01-23
2013,commuter,1,2025-06-29,2025-12-06
2014,student,2,2025-02-03,
2015,weekender,1,2025-06-27,2026-01-14
2016,commuter,1,2026-03-12,2026-03-12
2017,student,2,2025-04-16,
2018,occasional,3,2026-05-13,
2019,occasional,2,2026-05-21,2026-05-21
2020,occasional,1,2026-01-31,
2021,occasional,2,2025-01-13,
2022,student,2,2025-03-19,2026-02-11
2023,occasional,3,2025-02-04,
2024,commuter,1,2026-03-03,
2025,occasional,2,2025-01-01,
2026,commuter,1,2026-05-02,
2027,commuter,1,2025-03-13,2026-01-15
2028,occasional,3,2025-01-08,2025-10-11
2029,occasional,2,2025-05-29,
2030,student,2,2025-05-18,2026-02-04
2031,occasional,1,2025-10-23,
2032,student,2,2025-02-07,2025-11-27
2033,weekender,3,2025-11-21,
2034,occasional,3,2026-03-15,
2035,student,2,2026-05-28,
2036,student,2,2026-04-11,2026-04-11
2037,student,2,2026-03-04,2026-03-04
2038,occasional,1,2025-08-02,
2039,student,2,2026-03-22,2026-03-22
2040,occasional,2,2025-03-02,
2041,occasional,1,2026-02-23,2026-02-23
2042,student,2,2026-04-12,
2043,student,2,2025-07-25,2026-01-10
2044,commuter,1,2026-05-28,
2045,weekender,1,2025-06-29,2025-12-23
2046,weekender,3,2026-03-09,
2047,occasional,1,2025-08-22,2026-01-09
2048,weekender,2,2025-10-28,
2049,occasional,3,2026-04-08,2026-04-08
2050,occasional,2,2026-04-14,
2051,commuter,1,2025-11-14,
2052,weekender,1,2026-04-12,2026-04-12
2053,occasional,1,2026-05-03,
2054,weekender,3,2026-01-17,2026-01-17
2055,student,2,2025-11-23,
2056,commuter,1,2026-01-22,2026-01-22
2057,occasional,3,2025-12-01,2025-12-01
2058,commuter,1,2025-01-01,
2059,weekender,3,2026-01-13,
2060,occasional,2,2026-03-23,
2061,occasional,1,2025-02-10,
2062,commuter,1,2025-02-07,2025-12-03
2063,occasional,1,2025-05-12,
2064,occasional,2,2025-10-30,
2065,occasional,3,2026-05-24,
2066,student,2,2025-02-07,2025-09-01
2067,occasional,3,2025-06-09,
2068,occasional,1,2026-01-08,
2069,student,2,2025-08-26,
2070,student,2,2025-05-21,2026-01-09
2071,commuter,1,2025-07-04,
2072,commuter,1,2025-11-24,
2073,commuter,1,2026-01-18,2026-01-18
2074,commuter,1,2025-07-28,2025-11-05
2075,occasional,2,2025-12-22,
2076,occasional,3,2025-10-14,
2077,weekender,2,2025-06-18,2025-08-10
2078,weekender,3,2025-09-12,2026-01-14
2079,occasional,3,2025-12-09,
2080,student,2,2026-01-03,2026-01-03
2081,weekender,3,2025-01-14,
2082,commuter,1,2025-12-19,2025-12-19
2083,commuter,1,2025-07-13,2025-08-12
2084,commuter,1,2026-04-27,2026-04-27
2085,weekender,2,2025-03-31,2025-12-28
2086,weekender,1,2026-01-30,
2087,weekender,3,2026-04-19,
2088,occasional,3,2025-06-29,
2089,commuter,1,2025-12-05,2025-12-05
2090,weekender,1,2025-02-27,
2091,occasional,3,2026-01-12,
2092,occasional,3,2026-02-15,
2093,occasional,2,2026-04-28,
2094,weekender,1,2025-09-02,
2095,commuter,1,2026-01-09,2026-01-09
2096,occasional,3,2026-01-29,
2097,student,2,2026-01-09,
2098,commuter,1,2025-04-17,
2099,weekender,3,2025-12-09,
2100,commuter,1,2025-07-17,
2101,student,2,2025-09-27,
2102,weekender,2,2025-09-05,
2103,commuter,1,2026-05-25,2026-05-25
2104,occasional,3,2025-10-25,
2105,student,2,2025-01-28,
2106,weekender,3,2025-08-02,
2107,occasional,2,2026-03-10,
2108,weekender,1,2026-01-07,
2109,occasional,3,2025-10-19,
2110,occasional,1,2025-05-01,
2111,occasional,2,2026-03-27,
2112,weekender,1,2026-03-30,
2113,occasional,3,2025-01-27,
2114,commuter,1,2025-10-31,2025-11-04
2115,occasional,2,2026-05-15,
2116,student,2,2025-06-12,2025-09-13
2117,commuter,1,2025-06-02,2025-10-24
2118,student,2,2025-12-18,
2119,student,2,2025-02-14,
2120,occasional,3,2026-03-20,
2121,student,2,2025-06-16,
2122,student,2,2025-05-17,2025-12-10
2123,occasional,1,2025-07-07,
2124,occasional,3,2025-02-28,
2125,weekender,3,2025-03-30,2025-11-18
2126,occasional,1,2026-01-12,2026-01-12
2127,commuter,1,2025-02-20,
2128,occasional,2,2025-11-09,
2129,commuter,1,2025-08-30,2025-10-28
2130,commuter,1,2025-06-20,2025-11-24
2131,occasional,2,2026-03-01,
2132,occasional,2,2025-06-29,
2133,occasional,3,2025-04-14,
2134,weekender,3,2025-11-25,2025-11-25
2135,occasional,1,2025-05-24,
2136,weekender,1,2025-05-11,2025-12-26
2137,weekender,3,2026-04-02,2026-04-02
2138,commuter,1,2025-05-06,2025-11-05
2139,weekender,3,2025-09-19,2026-01-11
2140,commuter,1,2025-08-26,2025-12-02
2141,student,2,2025-04-07,
2142,student,2,2025-08-29,2026-01-26
2143,occasional,3,2026-03-20,2026-03-20
2144,occasional,3,2025-05-07,2025-08-17
2145,occasional,3,2025-04-13,
2146,occasional,3,2026-04-03,2026-04-03
2147,commuter,1,2025-09-05,2025-10-05
2148,occasional,1,2025-07-12,2026-01-27
2149,occasional,3,2025-12-10,2025-12-10
2150,student,2,2026-04-09,2026-04-09
2151,weekender,3,2025-06-18,2026-01-06
2152,commuter,1,2026-01-18,2026-01-18
2153,student,2,2026-04-17,2026-04-17
2154,student,2,2026-01-10,
2155,weekender,3,2025-01-22,
2156,commuter,1,2026-02-22,2026-02-22
2157,occasional,1,2025-10-06,
2158,occasional,1,2025-04-06,
2159,student,2,2025-02-24,
2160,occasional,3,2025-01-13,
2161,weekender,3,2025-10-16,
2162,student,2,2025-04-13,2025-12-16
2163,weekender,3,2025-10-22,
2164,commuter,1,2026-04-03,
2165,occasional,2,2025-04-18,
2166,occasional,1,2025-07-02,
2167,commuter,1,2025-10-17,2025-12-27
2168,commuter,1,2026-02-26,2026-02-26
2169,student,2,2025-08-21,
2170,commuter,1,2025-09-07,2025-09-07
2171,commuter,1,2025-10-04,2025-10-04
2172,occasional,2,2026-05-01,
2173,student,2,2025-12-06,2025-12-06
2174,occasional,3,2025-09-24,2026-02-16
2175,student,2,2026-01-01,2026-01-01
2176,weekender,3,2025-01-12,
2177,occasional,3,2026-05-16,
2178,occasional,2,2025-01-27,
2179,weekender,3,2025-11-08,2025-11-08
2180,student,2,2025-03-05,
2181,occasional,2,2025-10-04,2025-12-09
2182,student,2,2025-11-19,2025-11-19
2183,student,2,2026-03-26,2026-03-26
2184,commuter,1,2025-11-08,2025-11-08
2185,student,2,2026-05-23,2026-05-23
2186,weekender,3,2026-02-19,
2187,occasional,3,2025-10-21,
2188,occasional,2,2025-06-01,
2189,student,2,2026-02-26,2026-02-26
2190,occasional,3,2026-01-19,
2191,occasional,3,2025-03-20,
2192,occasional,1,2026-03-27,
2193,occasional,3,2025-07-16,
2194,weekender,2,2025-04-15,2025-09-10
2195,weekender,2,2026-03-17,
2196,occasional,1,2026-03-20,
2197,commuter,1,2025-06-17,
2198,occasional,2,2026-03-15,
2199,occasional,3,2025-10-30,
2200,occasional,1,2025-07-30,
2201,commuter,1,2025-12-19,
2202,occasional,3,2026-01-20,
2203,weekender,1,2025-01-03,
2204,commuter,1,2026-04-26,2026-04-26
2205,occasional,3,2025-05-13,
2206,weekender,1,2026-05-24,
2207,weekender,3,2026-02-17,2026-02-17
2208,student,2,2025-10-05,
2209,student,2,2025-07-31,2025-11-01
2210,occasional,3,2025-07-22,
2211,occasional,1,2026-03-26,
2212,commuter,1,2026-01-21,
2213,weekender,3,2025-09-16,
2214,commuter,1,2026-02-22,2026-02-22
2215,commuter,1,2025-11-23,2025-11-23
2216,commuter,1,2026-02-04,2026-02-04
2217,occasional,3,2025-05-19,
2218,occasional,1,2025-10-13,
2219,weekender,3,2025-07-28,2025-09-12
2220,commuter,1,2025-12-12,
2221,commuter,1,2026-04-22,
2222,commuter,1,2026-05-03,
2223,occasional,2,2025-10-27,
2224,student,2,2025-05-12,2025-12-27
2225,commuter,1,2026-02-28,2026-02-28
2226,occasional,1,2025-01-29,2025-10-03
2227,occasional,2,2025-04-25,
2228,weekender,1,2025-10-12,
2229,student,2,2026-03-07,
2230,student,2,2025-11-17,2025-11-17
2231,weekender,1,2025-09-30,
2232,student,2,2025-08-13,
2233,student,2,2025-01-28,
2234,occasional,2,2025-05-14,
2235,commuter,1,2025-11-17,2025-11-17
2236,student,2,2025-02-20,
2237,commuter,1,2025-05-13,
2238,commuter,1,2025-06-29,2025-10-15
2239,commuter,1,2025-05-17,2025-11-22
2240,occasional,1,2026-02-26,
2241,occasional,1,2025-09-06,
2242,occasional,3,2025-04-08,
2243,student,2,2025-01-28,
2244,occasional,3,2025-06-01,
2245,occasional,1,2026-05-07,
2246,student,2,2025-06-15,2026-01-25
2247,weekender,3,2025-06-17,2025-09-11
2248,occasional,1,2025-01-02,
2249,commuter,1,2025-04-14,2025-11-26
2250,occasional,3,2025-06-26,
2251,occasional,1,2025-04-30,
2252,student,2,2026-04-27,
2253,occasional,2,2026-05-19,2026-05-19
2254,weekender,1,2025-01-23,
2255,commuter,1,2025-05-21,
2256,weekender,2,2026-04-17,
2257,commuter,1,2025-11-17,2025-12-25
2258,weekender,3,2025-10-05,2026-02-11
2259,student,2,2025-11-14,2025-11-14
2260,commuter,1,2025-05-18,
2261,commuter,1,2025-04-29,2025-09-12
2262,commuter,1,2025-09-17,2025-11-25
2263,occasional,2,2025-04-19,2026-01-09
2264,occasional,3,2025-09-18,
2265,student,2,2025-07-11,2026-02-13
2266,weekender,3,2025-12-19,
2267,occasional,1,2025-03-19,2025-10-27
2268,student,2,2025-10-26,2026-02-09
2269,occasional,2,2025-08-27,
2270,occasional,1,2025-07-29,
2271,weekender,3,2025-03-14,
2272,occasional,3,2026-02-16,
2273,commuter,1,2025-09-27,2025-09-27
2274,commuter,1,2026-01-04,2026-01-04
2275,occasional,3,2025-12-10,
2276,weekender,1,2026-04-02,
2277,student,2,2025-11-25,2025-11-25
2278,occasional,1,2025-11-01,
2279,occasional,3,2025-12-02,2025-12-02
2280,occasional,1,2026-05-21,
2281,commuter,1,2025-04-21,2025-11-14
2282,weekender,3,2025-09-24,2026-02-09
2283,occasional,3,2026-02-01,
2284,weekender,2,2025-07-21,
2285,occasional,2,2025-04-03,2025-12-07
2286,occasional,2,2025-01-07,
2287,occasional,3,2025-11-20,
2288,student,2,2025-10-01,2026-01-14
2289,occasional,3,2025-08-26,
2290,occasional,3,2025-01-19,2025-11-11
2291,weekender,2,2026-02-25,
2292,student,2,2025-09-08,2026-01-03
2293,occasional,3,2025-06-27,2026-02-15
2294,student,2,2026-02-27,
2295,student,2,2025-05-30,2026-01-18
2296,student,2,2025-08-02,
2297,occasional,1,2026-01-11,
2298,occasional,1,2025-10-10,
2299,occasional,3,2026-05-22,
2300,commuter,1,2025-11-29,2026-02-07
2301,student,2,2025-11-15,2025-11-15
2302,occasional,1,2025-02-28,
2303,weekender,1,2025-09-03,
2304,occasional,2,2025-01-13,
2305,student,2,2025-08-08,
2306,student,2,2025-05-17,2025-11-18
2307,occasional,1,2026-02-09,2026-02-09
2308,student,2,2025-02-23,2025-08-24
2309,student,2,2025-06-16,2025-12-15
2310,weekender,3,2025-02-25,
2311,occasional,3,2025-12-23,
2312,weekender,3,2025-11-09,
2313,weekender,2,2025-02-18,2025-09-03
2314,weekender,3,2026-05-26,2026-05-26
2315,occasional,1,2026-01-15,
2316,occasional,3,2025-07-01,2025-12-27
2317,weekender,3,2026-01-21,2026-01-21
2318,weekender,1,2026-03-22,
2319,commuter,1,2025-10-20,2025-10-20
2320,occasional,3,2025-01-04,2025-11-03
2321,occasional,2,2026-05-05,2026-05-05
2322,commuter,1,2025-01-22,2025-12-31
2323,commuter,1,2025-11-21,2025-12-30
2324,commuter,1,2025-10-02,
2325,weekender,2,2025-06-27,
2326,weekender,3,2025-03-29,
2327,commuter,1,2025-07-24,
2328,occasional,3,2025-10-23,
2329,commuter,1,2026-01-31,2026-01-31
2330,commuter,1,2025-06-11,
2331,occasional,2,2025-09-16,
2332,occasional,1,2025-11-06,
2333,occasional,3,2025-03-18,2025-10-01
2334,occasional,2,2025-02-08,
2335,occasional,3,2025-05-06,
2336,occasional,3,2025-02-05,
2337,weekender,3,2025-06-11,2025-09-24
2338,commuter,1,2025-01-21,
2339,weekender,2,2025-06-08,2025-11-21
2340,student,2,2026-02-01,2026-02-01
2341,commuter,1,2025-08-06,2025-12-04
2342,occasional,2,2025-09-18,
2343,commuter,1,2025-09-17,
2344,occasional,3,2026-01-24,2026-01-24
2345,occasional,2,2025-05-29,
2346,weekender,2,2026-05-05,
2347,occasional,3,2025-04-17,
2348,commuter,1,2026-02-02,2026-02-02
2349,student,2,2025-12-26,2025-12-26
2350,commuter,1,2025-10-16,
2351,student,2,2025-09-29,
2352,commuter,1,2025-07-19,2025-12-15
2353,weekender,3,2026-02-07,2026-02-07
2354,occasional,2,2026-03-04,
2355,occasional,3,2025-09-02,
2356,occasional,3,2026-01-12,2026-01-12
2357,occasional,1,2025-10-07,
2358,occasional,1,2026-04-20,
2359,occasional,3,2025-08-31,
2360,weekender,1,2025-04-09,2025-11-29
2361,commuter,1,2026-02-10,
2362,occasional,2,2026-03-18,
2363,occasional,2,2025-10-13,
2364,occasional,1,2026-04-13,
2365,student,2,2025-10-17,
2366,occasional,1,2025-12-11,2026-01-08
2367,commuter,1,2026-02-02,
2368,commuter,1,2025-02-15,
2369,occasional,3,2025-03-26,
2370,student,2,2026-01-13,2026-01-13
2371,weekender,3,2026-02-14,2026-02-14
2372,student,2,2025-06-15,2025-08-15
2373,student,2,2026-05-10,
2374,occasional,3,2025-08-04,
2375,occasional,2,2025-10-25,
2376,student,2,2026-02-23,2026-02-23
2377,student,2,2025-09-27,
2378,occasional,3,2025-03-30,
2379,weekender,3,2026-04-04,
2380,occasional,3,2025-09-03,
2381,occasional,1,2025-01-31,
2382,occasional,3,2026-05-09,
2383,weekender,3,2025-11-22,
2384,occasional,3,2026-01-26,
2385,student,2,2025-03-16,2026-01-24
2386,occasional,3,2025-05-13,
2387,student,2,2025-01-15,
2388,weekender,3,2025-11-11,
2389,occasional,2,2025-10-15,
2390,student,2,2025-02-21,2025-11-10
2391,occasional,3,2025-01-25,2025-08-20
2392,weekender,2,2025-01-09,
2393,occasional,3,2026-01-21,
2394,student,2,2025-02-02,2025-09-03
2395,occasional,3,2026-01-28,
2396,commuter,1,2025-07-22,
2397,commuter,1,2025-07-11,
2398,weekender,3,2025-05-10,
2399,occasional,3,2025-12-18,
2400,weekender,1,2025-11-07,2025-11-07
2401,weekender,2,2025-02-17,
2402,occasional,1,2026-03-19,
2403,student,2,2025-04-04,2025-11-18
2404,occasional,3,2025-12-02,
2405,occasional,3,2025-05-11,
2406,occasional,3,2025-09-25,
2407,student,2,2026-05-10,2026-05-10
2408,occasional,1,2026-05-19,
2409,occasional,2,2025-10-12,
2410,student,2,2025-03-06,2025-11-16
2411,weekender,3,2026-04-07,
2412,occasional,1,2025-11-06,
2413,weekender,2,2025-01-19,
2414,student,2,2025-12-13,
2415,occasional,2,2026-01-21,
2416,occasional,3,2026-05-12,
2417,weekender,1,2026-01-26,2026-01-26
2418,weekender,1,2026-01-22,
2419,occasional,3,2025-10-05,
2420,student,2,2025-09-04,2025-09-24
2421,occasional,2,2025-11-06,
2422,commuter,1,2025-06-07,
2423,student,2,2026-01-05,2026-01-05
2424,occasional,1,2025-12-07,2025-12-07
2425,commuter,1,2025-04-16,
2426,occasional,2,2025-06-20,
2427,occasional,2,2026-01-28,
2428,occasional,3,2025-12-16,2026-02-01
2429,commuter,1,2025-01-16,2025-12-22
2430,occasional,3,2025-06-21,
2431,student,2,2025-08-13,2025-11-11
2432,commuter,1,2025-08-17,2026-02-12
2433,commuter,1,2026-02-26,
2434,weekender,3,2026-03-06,2026-03-06
2435,occasional,3,2025-11-27,
2436,occasional,2,2025-07-30,
2437,occasional,2,2025-05-27,
2438,student,2,2025-03-22,
2439,commuter,1,2025-03-30,2025-11-02
2440,student,2,2025-08-17,2026-01-04
2441,student,2,2025-01-17,2026-02-11
2442,occasional,1,2025-11-08,
2443,occasional,3,2025-05-02,
2444,weekender,1,2025-04-08,
2445,student,2,2025-09-03,2026-01-25
2446,weekender,3,2025-06-25,2026-01-19
2447,occasional,3,2025-08-20,
2448,commuter,1,2025-08-26,2025-10-09
2449,weekender,1,2026-05-09,2026-05-09
2450,student,2,2025-02-02,2025-12-03
2451,occasional,1,2025-07-14,
2452,weekender,2,2026-02-04,2026-02-04
2453,weekender,2,2025-10-31,2025-10-31
2454,weekender,3,2025-03-05,
2455,student,2,2026-03-25,
2456,occasional,1,2025-06-21,
2457,commuter,1,2025-12-03,2026-01-22
2458,student,2,2026-03-08,2026-03-08
2459,student,2,2025-09-25,
2460,student,2,2025-03-13,2025-10-30
2461,occasional,2,2025-06-08,
2462,commuter,1,2025-08-05,2025-09-13
2463,occasional,1,2025-12-05,2026-01-07
2464,occasional,1,2025-01-05,
2465,student,2,2025-06-09,2026-01-25
2466,student,2,2026-04-02,2026-04-02
2467,weekender,2,2025-09-09,2025-12-07
2468,student,2,2026-04-09,2026-04-09
2469,student,2,2026-05-30,
2470,occasional,3,2026-01-12,
2471,student,2,2025-11-22,2025-11-22
2472,occasional,3,2025-03-16,
2473,student,2,2025-10-14,2026-02-16
2474,occasional,3,2026-02-16,
2475,occasional,3,2025-10-22,
2476,occasional,3,2025-05-20,
2477,student,2,2026-04-29,
2478,occasional,3,2026-05-28,
2479,occasional,2,2025-11-22,
2480,student,2,2025-09-06,
2481,weekender,3,2025-06-15,
2482,commuter,1,2025-06-28,2025-12-01
2483,weekender,3,2026-02-28,
2484,weekender,1,2026-04-30,2026-04-30
2485,student,2,2025-07-12,2025-11-15
2486,student,2,2026-02-26,
2487,commuter,1,2025-06-30,2025-11-18
2488,commuter,1,2025-03-10,2025-11-20
2489,commuter,1,2025-06-02,2025-11-24
2490,commuter,1,2025-01-04,2026-02-09
2491,occasional,3,2025-08-08,
2492,commuter,1,2025-10-13,2025-10-13
2493,student,2,2025-03-04,2025-12-25
2494,occasional,3,2025-08-31,
2495,weekender,2,2025-08-29,
2496,occasional,1,2025-01-06,
2497,student,2,2026-02-16,
2498,occasional,1,2025-01-06,
2499,weekender,2,2026-02-21,
2500,occasional,2,2025-05-03,
2501,student,2,2026-05-24,2026-05-24
2502,student,2,2026-02-21,
2503,student,2,2025-04-10,
2504,student,2,2025-10-14,
2505,weekender,3,2025-11-27,2025-11-27
2506,weekender,1,2025-04-15,
2507,occasional,2,2026-04-06,
2508,student,2,2025-10-25,
2509,commuter,1,2026-05-14,2026-05-14
2510,occasional,1,2025-12-27,
2511,commuter,1,2025-08-22,2025-10-25
2512,occasional,1,2026-01-16,
2513,occasional,3,2025-04-11,
2514,weekender,1,2025-01-13,2025-11-08
2515,commuter,1,2025-04-11,2026-02-11
2516,weekender,2,2025-03-15,
2517,commuter,1,2025-09-04,2025-10-27
2518,occasional,3,2025-09-13,
2519,weekender,3,2025-04-27,2025-12-13
2520,occasional,1,2025-08-20,2025-08-31
2521,commuter,1,2025-08-10,2025-11-25
2522,weekender,1,2026-02-16,
2523,commuter,1,2025-07-11,
2524,weekender,2,2026-05-28,2026-05-28
2525,occasional,3,2026-02-15,2026-02-15
2526,weekender,3,2025-03-20,
2527,occasional,1,2025-01-07,
2528,commuter,1,2025-12-06,2025-12-17
2529,student,2,2025-06-24,2025-12-11
2530,commuter,1,2025-05-22,
2531,commuter,1,2026-01-17,2026-01-17
2532,commuter,1,2026-04-01,2026-04-01
